ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,LIGHT_CONDITION,SEVERITY,SPEED_ZONE,LONGITUDE,LATITUDE,RMA
T20140006690,1/04/2014,06.50.00,Collision with vehicle                   ,Tuesday,Left Turn Sideswipe                     ,Dusk/Dawn                          ,Other injury accident                    ,60 km/hr                          ,145.14117,-37.80921,Local Road
T20140006691,7/03/2014,09.30.00,Collision with vehicle                   ,Friday,Cross Traffic(Intersections Only)              ,Day                             ,Other injury accident                    ,60 km/hr                          ,144.94931,-37.7655,Local Road
T20140006693,1/04/2014,09.21.00,Collision with vehicle                   ,Tuesday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,80 km/hr                          ,144.9153,-37.69392,Freeway
T20140006694,25/03/2014,17.00.00,Collision with a fixed object                ,Tuesday,Left Off Carriageway Into Object/Parked Vehicle       ,Dusk/Dawn                          ,Other injury accident                    ,60 km/hr                          ,144.73463,-37.88048,Local Road
T20140006695,1/04/2014,07.10.00,Collision with vehicle                   ,Tuesday,Right Through                        ,Dusk/Dawn                          ,Other injury accident                    ,60 km/hr                          ,144.75444,-37.89551,Arterial Other
T20140006696,31/03/2014,17.50.00,Collision with vehicle                   ,Monday,Right Through                        ,Dusk/Dawn                          ,Serious injury accident                   ,60 km/hr                          ,145.05539,-37.81689,Arterial Other
T20140006697,12/02/2014,12.10.00,Collision with vehicle                   ,Wednesday,Left Turn Sideswipe                     ,Day                             ,Other injury accident                    ,60 km/hr                          ,144.91511,-37.78097,Arterial Other
T20140006698,28/03/2014,14.15.00,Collision with vehicle                   ,Friday,Right Rear.                         ,Day                             ,Other injury accident                    ,70 km/hr                          ,144.31533,-36.70942,Arterial Highway
T20140006701,1/04/2014,07.15.00,Collision with vehicle                   ,Tuesday,Head On (Not Overtaking)                  ,Dusk/Dawn                          ,Other injury accident                    ,50 km/hr                          ,145.0268,-37.71353,Local Road
T20140006702,29/03/2014,17.40.00,Collision with vehicle                   ,Saturday,Right Through                        ,Dusk/Dawn                          ,Other injury accident                    ,50 km/hr                          ,142.15719,-34.18939,Arterial Highway
T20140006703,29/03/2014,12.30.00,collision with some other object              ,Saturday,Off Left Bend Into Object/Parked Vehicle          ,Day                             ,Other injury accident                    ,100 km/hr                          ,145.82009,-36.79,Local Road
T20140006705,29/03/2014,11.30.00,No collision and no object struck              ,Saturday,Out Of Control On Carriageway (On Straight)         ,Day                             ,Serious injury accident                   ,80 km/hr                          ,143.78466,-38.46803,Local Road
T20140006706,1/04/2014,09.10.00,Collision with vehicle                   ,Tuesday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,70 km/hr                          ,144.84147,-37.77844,Arterial Other
T20140006707,1/04/2014,10.00.00,Struck Pedestrian                      ,Tuesday,Any Manoeuvre Involving Ped Not Included In Dcas 100-108.  ,Day                             ,Serious injury accident                   ,40 km/hr                          ,146.0902,-37.05142,Local Road
T20140006708,1/04/2014,08.45.00,Collision with a fixed object                ,Tuesday,Left Off Carriageway Into Object/Parked Vehicle       ,Day                             ,Other injury accident                    ,60 km/hr                          ,145.07861,-37.78097,Freeway
T20140006711,1/04/2014,10.30.00,Struck Pedestrian                      ,Tuesday,Any Manoeuvre Involving Ped Not Included In Dcas 100-108.  ,Day                             ,Other injury accident                    ,40 km/hr                          ,144.95756,-37.82036,Arterial Highway
T20140006712,1/04/2014,09.58.00,Collision with vehicle                   ,Tuesday,Cross Traffic(Intersections Only)              ,Day                             ,Other injury accident                    ,60 km/hr                          ,144.45448,-37.24258,Arterial Other
T20140006714,1/04/2014,09.24.00,Collision with vehicle                   ,Tuesday,Vehicle Strikes Door Of Parked/Stationary Vehicle      ,Day                             ,Serious injury accident                   ,50 km/hr                          ,145.37898,-37.78587,Local Road
T20140006717,27/03/2014,12.00.00,Collision with vehicle                   ,Thursday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,80 km/hr                          ,145.046,-37.94912,Arterial Highway
T20140006718,1/04/2014,11.00.00,Collision with a fixed object                ,Tuesday,Right Off Carriageway Into Object/Parked Vehicle      ,Day                             ,Other injury accident                    ,60 km/hr                          ,145.09253,-37.86796,Arterial Highway
T20140006721,31/03/2014,16.00.00,Struck Pedestrian                      ,Monday,Far Side. Ped Hit By Vehicle From The Left         ,Day                             ,Other injury accident                    ,60 km/hr                          ,144.70128,-37.87943,Arterial Other
T20140006722,25/03/2014,18.45.00,Collision with vehicle                   ,Tuesday,Rear End(Vehicles In Same Lane)               ,Dusk/Dawn                          ,Other injury accident                    ,80 km/hr                          ,145.16928,-37.85474,Arterial Highway
T20140006723,1/04/2014,11.33.00,Collision with vehicle                   ,Tuesday,Rear End(Vehicles In Same Lane)               ,Day                             ,Serious injury accident                   ,60 km/hr                          ,145.12126,-37.78799,Arterial Other
T20140006727,1/04/2014,08.08.00,Collision with vehicle                   ,Tuesday,Lane Change Left (Not Overtaking)              ,Day                             ,Other injury accident                    ,100 km/hr                          ,145.19332,-38.07378,Arterial Highway
T20140006728,1/04/2014,08.30.00,Collision with vehicle                   ,Tuesday,Left Near (Intersections Only)               ,Day                             ,Other injury accident                    ,60 km/hr                          ,144.99648,-37.85228,Arterial Other
T20140006730,14/03/2014,16.10.00,Collision with vehicle                   ,Friday,Right Through                        ,Day                             ,Other injury accident                    ,60 km/hr                          ,144.2537,-36.71865,Arterial Highway
T20140006735,1/04/2014,05.21.00,Collision with vehicle                   ,Tuesday,Other On Path                        ,Dark Street lights on,Other injury accident                    ,50 km/hr                          ,145.20992,-37.95373,Local Road
